VIN,Licence plate, ,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated,Ownership ,Fleet,Start Date
VR3UHZKXZLT077250,J072VX,PEUGEOT,208,Allure EV 50kWh 136 5d,50,,02-11-2024,NL,EV,pending,Ayvens,1,10/30/2020
VR3UKZKXZLJ834132,J230XH,Peugeot,2008,GT EV 50kWh 136 5d,50,,04-11-2024,NL,EV,activated,Ayvens,1,10/30/2020
VR3UKZKXZLJ878372,J924XR,Peugeot,2008,GT EV 50kWh 136 5d,50,,12-11-2024,NL,EV,activated,Ayvens,1,11/12/2020
VXKUHZKXZM4290602,x,OPEL,Corsa-e,x,,,15.11.2024 00:00:00,Germany,EV,activated,Ayvens,1,11/15/2024
VXKUHZKXZL4386964,J804XK,Opel,Corsa-e,100kW Edition 11kW 3 fase 5d,100,,16-11-2024,NL,EV,activated,Ayvens,1,10/30/2020
VXKUHZKXZL4385478,J803XK,Opel,Corsa-e,50kWh Edition 11kW 3 fase 5d,50,,17-11-2024,NL,EV,activated,Ayvens,1,10/29/2020
VXKUHZKXZL4332753,J296PF,Opel,Corsa-e,100kW Elegance 11kW 3 fase 5d,100,,18-11-2024,NL,EV,activated,Ayvens,1,11/17/2020
VR3UHZKXZLT115336,K261BK,PEUGEOT,208,GT EV 50kWh 136 5d,50,,23-11-2024,NL,EV,activated,Ayvens,1,11/23/2020
VR3UKZKXZLJ827110,K785BG,Peugeot,2008,"GT Première EV 50kWh 136 7,4kW 5d",50,,25-11-2024,NL,EV,activated,Ayvens,1,11/25/2020
W1K2971231A007545,P745GP,Mercedes-Benz,EQS,EQS 450+ Luxury Line 5d,,705,12-12-2024,NL,EV,activated,Ayvens,1,3/11/2022
VR1UJZKXZLW023939,K017GP,DS,DS 3 Crossback,E-TENSE 50 kWh Business Auto 5d,50,,01-12-2024,NL,EV,activated,Ayvens,1,12/16/2020
VR3UKZKXZLJ843666,J232VF,Peugeot,2008,Allure EV 50kWh 136 5d,50,,01-12-2024,NL,EV,activated,Ayvens,1,10/28/2020
VR3UKZKXZLJ888491,J741ZV,Peugeot,2008,"GT Première EV 50kWh 136 7,4kW 5d",50,,01-12-2024,NL,EV,activated,Ayvens,1,11/30/2020
W1KCG2DB3PA031494,S293NB,Mercedes-Benz,EQS,EQS 450+ Business Line 5d,,705,14-10-2024,NL,EV,activated,Ayvens,1,3/8/2023
VR3UHZKXZLT103027,J565VR,PEUGEOT,208,GT EV 50kWh 136 5d,50,,01-12-2024,NL,OLD,activated,Ayvens,1,10/29/2020
VR3UHZKXZLT129308,K641DZ,PEUGEOT,208,GT EV 50kWh 136 5d ActieAuto,50,,01-12-2024,NL,OLD,activated,Ayvens,1,11/30/2020
VR1UJZKXZLW023520,K938BS,DS,DS 3 Crossback,E-TENSE 50 kWh ACTI Auto 5d Business 5d,50,,02-12-2024,NL,EV,activated,Ayvens,1,11/30/2020
VXKUHZKXZL4331475,J799XK,Opel,Corsa-e,50kWh Edition 11kW 3 fase 5d,50,,07-12-2024,NL,EV,activated,Ayvens,1,10/30/2020
VR3UHZKXZLT084729,K397DT,PEUGEOT,208,GT EV 50kWh 136 5d,50,,08-12-2024,NL,EV,activated,Ayvens,1,12/8/2020
VR3UHZKXZLT129314,K594FT,PEUGEOT,208,GT EV 50kWh 136 5d ActieAuto,50,,08-12-2024,NL,EV,activated,Ayvens,1,12/7/2020
W1K2938901F003139,J-029-HR,Mercedes-Benz,EQC,400 4MATIC 408pk,,453,12/21/2024,NL,EV,activated,Ayvens,1,7/22/2021
VR3UKZKXZLJ834131,K076BB,Peugeot,2008,GT EV 50kWh 136 5d,50,,09-12-2024,NL,EV,activated,Ayvens,1,12/9/2020
VR1UJZKXZLW028986,K734GX,DS,DS 3 Crossback,E-TENSE 50 kWh Executive Auto 5d,50,,18-12-2024,NL,EV,activated,Ayvens,1,12/18/2020
VR3UKZKXZLJ871631,K883DH,Peugeot,2008,Allure EV 50kWh 136 5d,50,,21-12-2024,NL,EV,activated,Ayvens,1,12/18/2020
VR3UHZKXZLT129309,K261HJ,PEUGEOT,208,GT EV 50kWh 136 5d ActieAuto,50,,21-12-2024,NL,OLD,activated,Ayvens,1,12/21/2020
ZFAEFAC41MX008511,K258JB,Fiat,500e,42kWh Business Launch Edition 3d,42,,22-12-2024,NL,EV,activated,Ayvens,1,12/23/2020
VF1AG000963196848,G941ZJ,Renault,ZOE,R135 Edition One (batterijkoop) 5d,,,24-12-2023,NL,EV,activated,SOLD,1,12/23/2019
VXKUHZKXZL4332116,J800XK,Opel,Corsa-e,50kWh Edition 11kW 3 fase 5d,50,,22-12-2024,NL,EV,activated,Ayvens,1,10/29/2020
VF1AG000964802627,H203XL,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,21-08-2024,NL,EV,activated,Ayvens,1,6/19/2020
VF1AG000564872836,x,RENAULT,ZOE,R110,,,02.09.2024 00:00:00,Germany,EV,activated,SOLD,1,9/2/2024
VF1AG000564872772,x,RENAULT,ZOE,R110,,,02.09.2024 00:00:00,Germany,EV,activated,SOLD,1,9/2/2024
VF1AG000165833302,x,RENAULT,ZOE,R135,,,02.09.2024 00:00:00,Germany,EV,deactivated,SOLD,1,9/2/2024
VF1AG000464228275,x,RENAULT,ZOE,R135,,,02.09.2024 00:00:00,Germany,EV,activated,Ayvens,1,9/2/2024
VF1AG000X66043393,J593LF,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,03-09-2024,NL,EV,activated,Ayvens,1,9/3/2020
VF1AG000866046602,J602LF,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,52,,03-09-2024,NL,EV,activated,Ayvens,1,9/3/2020
VF1AG000966427889,L860XH,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,03-09-2024,NL,EV,activated,Ayvens,1,9/2/2021
VF1AG000765851965,x,RENAULT,ZOE,R135,R135,,03.09.2024 00:00:00,Germany,EV,deactivated,SOLD,1,9/3/2024
VF1AG000665758094,x,RENAULT,ZOE,R135,R135,,03.09.2024 00:00:00,Germany,EV,deactivated,SOLD,1,9/3/2024
VF1AG000565576743,x,RENAULT,ZOE,R135,R135,,03.09.2024 00:00:00,Germany,EV,deactivated,SOLD,1,9/3/2024
VF1AG000466005903,x,RENAULT,ZOE,R135,R135,,06.09.2024 00:00:00,Germany,EV,deactivated,SOLD,1,9/6/2024
VF1AG000766005863,x,RENAULT,ZOE,R110,R135,,06.09.2024 00:00:00,Germany,EV,activated,Ayvens,1,9/6/2024
VF1AG000665906390,x,RENAULT,ZOE,R110,R135,,06.09.2024 00:00:00,Germany,EV,activated,Ayvens,1,9/6/2024
VF1AG000065981036,x,RENAULT,ZOE,R110,R135,,06.09.2024 00:00:00,Germany,EV,activated,Ayvens,1,9/6/2024
VF1AG000965981021,x,RENAULT,ZOE,R110,R135,,06.09.2024 00:00:00,Germany,EV,activated,Ayvens,1,9/6/2024
VF1AG000465704258,x,RENAULT,ZOE,R135,R135,,01.10.2024 00:00:00,Germany,EV,activated,Ayvens,1,10/1/2024
VF1AG000166152485,x,RENAULT,ZOE,R135,R135,,01.10.2024 00:00:00,Germany,EV,activated,Ayvens,1,10/1/2024
VF1AG000466212839,x,RENAULT,ZOE,R135,R135,,01.10.2024 00:00:00,Germany,EV,activated,Ayvens,1,10/1/2024
VF1AG000X66090679,x,RENAULT,ZOE,R135,R135,,01.10.2024 00:00:00,Germany,EV,activated,Ayvens,1,10/1/2024
LRW3E7EC4MC342854,x,TESLA,Model 3,x,,,07.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/7/2024
5YJ3E7EB1LF765211,x,TESLA,Model 3,x,,,09.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/9/2024
LRW3E7EK2MC323906,x,TESLA,Model 3,x,,,12.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/12/2024
LRW3E7EK5MC322507,x,TESLA,Model 3,x,,,12.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/12/2024
5YJ3E7EB0LF758055,x,TESLA,Model 3,x,,,17.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/17/2024
LRW3E7EK4MC345308,x,TESLA,Model 3,x,,,19.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/19/2024
LRWYGCEK2MC065136,x,TESLA,Model Y,x,,,19.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/19/2024
5YJ3E7EB4LF780334,x,TESLA,Model 3,x,,,22.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/22/2024
LRW3E7EKXMC345717,x,TESLA,Model 3,x,,,22.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/22/2024
LRW3E7EK5MC343311,x,TESLA,Model 3,x,,,22.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/22/2024
LRW3E7FA7MC336415,x,TESLA,Model 3,x,,,23.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/23/2024
LRW3E7EK4MC324023,x,TESLA,Model 3,x,,,26.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/26/2024
LRW3E7FJ1MC332828,x,TESLA,Model 3,x,,,27.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/27/2024
LRW3E7EK5MC339372,x,TESLA,Model 3,x,,,27.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/27/2024
5YJ3E7EB6LF674127,x,TESLA,Model 3,x,,,28.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/28/2024
LRW3E7FJXMC332939,x,TESLA,Model 3,x,,,30.09.2024 00:00:00,Germany,EV,never activated,Ayvens,1,9/30/2024
LRW3E7EK8MC346834,x,TESLA,Model 3,x,,,03.10.2024 00:00:00,Germany,EV,never activated,Ayvens,1,10/3/2024
LRW3E7EK6MC345472,x,TESLA,Model 3,x,,,06.10.2024 00:00:00,Germany,EV,never activated,Ayvens,1,10/6/2024
LRW3E7EK9MC343229,x,TESLA,Model 3,x,,,19.10.2024 00:00:00,Germany,EV,never activated,Ayvens,1,10/19/2024
LRW3E7FA0MC351306,x,TESLA,Model 3,x,,,28.10.2024 00:00:00,Germany,EV,never activated,Ayvens,1,10/28/2024
LRW3E7EKXMC347189,x,TESLA,Model 3,x,,,01.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/1/2024
LRW3E7FA0MC350835,x,TESLA,Model 3,x,,,02.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/2/2024
LRW3E7EK7MC383602,x,TESLA,Model 3,x,,,04.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/4/2024
5YJ3E7EB4MF833700,x,TESLA,Model 3,x,,,12.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/12/2024
LRW3E7EK0MC400028,x,TESLA,Model 3,x,,,15.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/15/2024
5YJ3E7EB8MF819119,x,TESLA,Model 3,x,,,18.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/18/2024
LRW3E7EK5MC401112,x,TESLA,Model 3,x,,,18.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/18/2024
5YJ3E7EB9MF817086,x,TESLA,Model 3,x,,,19.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/19/2024
5YJ3E7EB5MF818526,x,TESLA,Model 3,x,,,19.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/19/2024
5YJ3E7EBXMF817341,x,TESLA,Model 3,x,,,24.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/24/2024
5YJ3E7EB4MF826343,x,TESLA,Model 3,x,,,24.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/24/2024
5YJ3E7EB9MF817265,x,TESLA,Model 3,x,,,26.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/26/2024
5YJSA7E2XKF304823,x,TESLA,Model S,x,,,26.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/26/2024
LRWYGCEK4MC129970,x,TESLA,Model Y,x,,,29.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/29/2024
5YJ3E7EC2MF843571,x,TESLA,Model 3,x,,,30.11.2024 00:00:00,Germany,EV,never activated,Ayvens,1,11/30/2024
5YJ3E7EB9MF815533,x,TESLA,Model 3,x,,,02.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/2/2024
LRW3E7EK4MC384478,x,TESLA,Model 3,x,,,02.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/2/2024
5YJSA7E47MF419819,x,TESLA,Model S,x,,,03.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/3/2024
5YJ3E7EB0MF820099,x,TESLA,Model 3,x,,,06.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/6/2024
LRW3E7EK6MC385177,x,TESLA,Model 3,x,,,08.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/8/2024
5YJ3E7EBXMF837489,x,TESLA,Model 3,x,,,09.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/9/2024
5YJ3E7EB4MF834541,x,TESLA,Model 3,x,,,09.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/9/2024
LRW3E7EB9MC424487,x,TESLA,Model 3,x,,,09.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/9/2024
5YJ3E7EC8MF830016,x,TESLA,Model 3,x,,,09.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/9/2024
LRW3E7EC2MC428003,x,TESLA,Model 3,x,,,13.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/13/2024
5YJ3E7EB6MF831754,x,TESLA,Model 3,x,,,14.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/14/2024
LRW3E7EC1MC426811,x,TESLA,Model 3,x,,,14.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/14/2024
XP7YGCELXPB052250,x,TESLA,Model Y,x,,,14.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/14/2024
5YJ3E7EB3MF818797,x,TESLA,Model 3,x,,,15.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/15/2024
LRW3E7FA6MC426526,x,TESLA,Model 3,x,,,15.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/15/2024
5YJ3E7ECXMF829854,x,TESLA,Model 3,x,,,17.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/17/2024
LRW3E7EB8MC424478,x,TESLA,Model 3,x,,,19.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/19/2024
5YJ3E7EC8MF830078,x,TESLA,Model 3,x,,,20.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/20/2024
LRW3E7EK8MC385441,x,TESLA,Model 3,x,,,21.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/21/2024
LRW3E7EB3MC434867,x,TESLA,Model 3,x,,,21.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/21/2024
LRW3E7EB2MC419681,x,TESLA,Model 3,x,,,22.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/22/2024
LRW3E7EC8MC425459,x,TESLA,Model 3,x,,,22.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/22/2024
5YJ3E7EBXMF837136,x,TESLA,Model 3,x,,,27.12.2024 00:00:00,Germany,EV,never activated,Ayvens,1,12/27/2024
5YJ3E7EB3LF589505,G248SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,17-08-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB4LF564533,G247SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,17-06-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB1LF593424,G759VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB1LF564733,G948ZL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EB2LF593500,G794XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB1LF607791,G819XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB1LF593469,G185XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB3LF566676,G424SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB6LF569572,G186XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB3LF565737,G863XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB1LF567177,G966XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB5LF605817,G724XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB5LF570163,G162XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-06-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB5LF567151,G020XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB8LF564552,G326SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB3LF629534,G341XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB3LF589519,G307SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,17-11-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB7LF589409,G258SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB4LF570123,G765VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EBXLF570059,G766VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EBXLF564438,G239SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EB7LF567197,G057XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB5LF604862,G262XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB0LF589431,G242SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB1LF567146,G783XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB7LF604927,G229ZP,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EBXLF607790,G438XX,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EB8LF589516,G289SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EB1LF589406,G321SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB6LF593175,G769VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB2LF561338,G789XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/29/2019
5YJ3E7EB7LF565868,G846XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB2KF467166,G305NT,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,11-11-2024,NL,EV,never activated,Ayvens,1,11/11/2019
5YJ3E7EB6LF564551,G296SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,17-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB3LF567147,G800XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EBXLF567176,G047XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB7LF593668,G470XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EB1LF593665,G498XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-08-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EB4LF589433,G316SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB9LF567136,G155XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EBXLF567145,G029XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB4LF593689,G875VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EBXLF567162,G272XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB0LF589428,G260SL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB0LF604820,G823ZN,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB4LF593658,G871VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2023,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB6LF564954,G761XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EBXLF561944,G106VF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EB4LF604870,G866VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB8LF566611,G389SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB3LF629498,G313XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/29/2019
5YJ3E7EB6LF565828,G983XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/30/2019
5YJ3E7EB0LF567140,G027XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EB1LF562996,G513RT,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/18/2019
5YJ3E7EB9LF567167,G039XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-01-2024,NL,EV,never activated,Ayvens,1,12/30/2019
5YJ3E7EB8KF472632,G482NV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,12-11-2024,NL,EV,never activated,Ayvens,1,11/12/2019
5YJ3E7EB9LF561658,G434PJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-11-2024,NL,EV,never activated,Ayvens,1,11/20/2019
5YJ3E7EB9LF589556,G103VF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/18/2019
5YJ3E7EB8LF565488,G114RT,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,09-12-2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJ3E7EB6LF610637,G333ZJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,EV,never activated,Ayvens,1,12/20/2019
5YJ3E7EB5LF566601,G262TV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB3LF589374,G347VD,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB1LF564506,G344VD,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB9LF563183,G950SJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,09-12-2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJ3E7EB1LF589468,G272VF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB6LF609861,G022ZG,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB1LF560441,G070VF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB6LF593435,G515XD,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB6LF607897,G506XD,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB9LF563166,G946SJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,05-12-2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJ3E7EB6LF607785,G929VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB3LF607761,G986VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB3LF607405,G256XX,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/30/2019
5YJ3E7EB9LF604766,G589VF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EB4KF335381,G296GL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-03-2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EB3LF566614,G926SK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,19-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
