VIN,Licence plate, ,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated,Ownership ,Fleet,Start Date
W1V9106332P367693,,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106331P376191,,Mercedes,Sprinter,Sprinter,92.8,290,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V9106331P375547,,Mercedes,Sprinter,Sprinter,92.8,290,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V9106332P288424,,Mercedes,Sprinter,Sprinter,92.8,290,18-08-2020,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P285242,,Mercedes,Sprinter,Sprinter,92.8,290,18-08-2020,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P270552,,Mercedes,Sprinter,Sprinter,92.8,290,25-11-2022,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P365815,,Mercedes,Sprinter,Sprinter,92.8,290,25-11-2022,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106331P352801,,Mercedes,Sprinter,Sprinter,92.8,290,28-05-2021,Italy,LCV,activated,Ayvens,1,#N/A
W1V9106331P352803,,Mercedes,Sprinter,Sprinter,92.8,290,28-05-2021,Italy,LCV,activated,Ayvens,1,#N/A
W1V9106331P373175,,Mercedes,Sprinter,Sprinter,92.8,290,29-06-2021,Italy,LCV,activated,Ayvens,1,#N/A
W1V9106331P372490,,Mercedes,Sprinter,Sprinter,92.8,290,29-06-2021,Italy,LCV,activated,Ayvens,1,#N/A
W1V44760313791263,,Mercedes,Vito,Vito-35kWh,#N/A,#N/A,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V44760313781823,,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V44760313741562,,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313741381,,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313793211,,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V44760313781151,,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V44760313777734,,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V44760313789035,,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V44760313740623,,Mercedes,Vito,Vito-35kWh,#N/A,#N/A,09-01-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313741060,,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313777574,,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V44760313782890,,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,activated,Ayvens,1,#N/A
W1V44760313887086,,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313886974,,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313886610,,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313886448,,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313738884,,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313738794,,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313729382,,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313727179,,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313877774,,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313887057,,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V44760313883721,,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,activated,Ayvens,1,#N/A
W1V9106332P337078,,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,activated,Ayvens,1,#N/A
W1V9106331P377732,,Mercedes,Sprinter,Sprinter,92.8,290,07-04-2021,France,LCV,activated,Ayvens,1,#N/A
W1V9106331P360398,,Mercedes,Sprinter,Sprinter,92.8,290,12-12-2022,France,LCV,activated,Ayvens,1,#N/A
W1V9106332P282758,,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P367696,,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,activated,Ayvens,1,#N/A
5YJSA7E21JF276411,TZ367D,Tesla,Model S,100 kWh All-Wheel Drive 5d,100,,02-11-2023,NL,OLD,never activated,Ayvens,1,11/16/2018
5YJXCCE22JF123898,XF860T,Tesla,Model X,100 kWh All-Wheel Drive 5d,100,,21-12-2023,NL,OLD,never activated,Ayvens,1,12/20/2018
5YJXCCE27JF124853,TV267Z,Tesla,Model X,100 kWh All-Wheel Drive 5d,100,,03-10-2023,NL,OLD,never activated,Ayvens,1,11/2/2018
5YJSA7E22JF282430,XB972F,Tesla,Model S,100 kWh All-Wheel Drive Spec6,100,,22-12-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
VF1AG000X66090682,x,RENAULT,ZOE,R135,,,01.10.2024 00:00:00,Germany,EV,activated,Ayvens,1,10/1/2024
5YJSA7E28JF268533,XH138G,Tesla,Model S,75 kWh All-Wheel Drive 5d,75,,05-12-2023,NL,OLD,never activated,Ayvens,1,12/29/2018
5YJSA7E22JF284307,XG351G,Tesla,Model S,75 kWh All-Wheel Drive 5d,75,,18-11-2023,NL,OLD,never activated,Ayvens,1,12/31/2018
5YJSA7E24JF285006,XD032G,Tesla,Model S,75 kWh All-Wheel Drive Spec1,75,,01-10-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
5YJSA7E27JF284996,XD813F,Tesla,Model S,75 kWh All-Wheel Drive Spec17,75,,18-12-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
5YJSA7E21JF284993,XD870F,Tesla,Model S,75 kWh All-Wheel Drive Spec2,75,,19-11-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
5YJSA7E22JF282444,XB985F,Tesla,Model S,75 kWh All-Wheel Drive Spec37,75,,01-12-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
5YJXCCE23JF129466,XF717D,Tesla,Model X,75 kWh All-Wheel Drive Spec9,75,,20-12-2023,NL,OLD,never activated,Ayvens,1,12/27/2018
VF1AG000866011459,J362KR,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,02-10-2024,NL,EV,activated,Ayvens,1,8/29/2020
5YJ3E7EB7LF564929,G741XJ,Tesla,Model 3,ActieAuto Dual Motor AWD 4d Long Range,,,30-12-2023,NL,OLD,never activated,Ayvens,1,12/19/2019
VF1AG000X66487826,K834SV,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,52,,04-10-2024,NL,EV,never activated,Ayvens,1,3/3/2021
VF1AG000666320363,x,RENAULT,ZOE,R110,,,01.11.2024 00:00:00,Germany,EV,activated,Ayvens,1,11/1/2024
VF1AG000X66417307,x,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,activated,SOLD,1,11/1/2024
VF1AG000066464376,x,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,activated,Ayvens,1,11/1/2024
VF1AG000966265925,x,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,activated,Ayvens,1,11/1/2024
VF1AG000666455679,x,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,activated,Ayvens,1,11/1/2024
VF1AG000X63197233,G593RP,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-11-2024,NL,EV,activated,Ayvens,1,11/21/2019
VF1AG000366046670,J180VR,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,03-11-2024,NL,EV,deactivated,SOLD,1,10/28/2020
VF1AG000666174188,J955XN,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,09-11-2024,NL,EV,activated,Ayvens,1,11/9/2020
VF1AG000166417017,J080ZP,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,13-11-2024,NL,EV,activated,Ayvens,1,11/13/2020
VF1AG000664691132,G130XF,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-12-2024,NL,EV,activated,Ayvens,1,12/30/2019
VF1AG000X64802717,H327BR,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-12-2024,NL,EV,activated,Ayvens,1,12/31/2019
VXKUHZKXZL4382702,J801XK,Opel,Corsa-e,50kWh Edition 11kW 3 fase 5d,50,,23-12-2024,NL,EV,activated,Ayvens,1,10/29/2020
VXKUHZKXZL4204769,J049LD,Opel,Corsa-e,50kWh Launch Edition 5d,,,28-12-2024,NL,EV,activated,SOLD,1,8/31/2020
VR3UHZKXZLT129329,K501JK,PEUGEOT,208,GT EV 50kWh 136 5d ActieAuto,50,,28-12-2024,NL,EV,activated,Ayvens,1,12/24/2020
VF1AG000864501346,K083GD,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,22-12-2024,NL,EV,activated,Ayvens,1,12/11/2020
5YJ3E7EB5LF605817,G724XB,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,never activated,Ayvens,1,12/19/2019
5YJ3E7EBXLF567176,G047XK,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,never activated,Ayvens,1,12/28/2019
5YJ3E7EB4LF593658,G871VZ,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2023,NL,OLD,never activated,Ayvens,1,12/19/2019
5YJ3E7EB6LF610637,G333ZJ,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,never activated,Ayvens,1,12/20/2019
LRWYGCEK3PC641398,R834ZT,Tesla,Model Y,Long Range Dual Motor AWD 5d,,,31-12-2023,NL,OLD,never activated,Ayvens,1,12/30/2022
LRWYGCEK2MC149280,N750RS,Tesla,Model Y,Long Range Dual Motor AWD 5d,,,24-12-2023,NL,OLD,never activated,Ayvens,1,12/23/2021
5YJXCCE28KF188787,G675RS,Tesla,Model X,Longe Range Dual Motor AWD 5d,,,31-12-2023,NL,OLD,never activated,Ayvens,1,12/31/2019
VR3UKZKXZLJ834162,K201GH,Peugeot,2008,GT EV 50kWh 136 5d,50,,29-12-2024,NL,EV,activated,Ayvens,1,12/29/2020
VF1AG000166288325,K082GD,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,22-12-2024,NL,EV,activated,Ayvens,1,12/18/2020
VR1UJZKXZLW028892,K516HK,DS,DS 3 Crossback,E-TENSE 50 kWh Executive Auto 5d,50,,30-12-2024,NL,EV,activated,Ayvens,1,12/30/2020
VR1UJZKXZLW028870,K415HX,DS,DS 3 Crossback,E-TENSE 50 kWh Executive Auto 5d,50,,31-12-2024,NL,EV,activated,Ayvens,1,12/31/2020
W0VF86E06K4109451,XG304K,Opel,Ampera-e,150kW ActieAuto 5d Business Executive,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/31/2018
VF1AG000366007352,K086FZ,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,23-12-2024,NL,EV,activated,Ayvens,1,12/22/2020
5YJ3E7EA2KF531598,G617NV,Tesla,Model 3,Standard Range Plus RWD 4d,,,14-11-2023,NL,OLD,never activated,Ayvens,1,11/12/2019
5YJ3E7EA1KF470471,G112DX,Tesla,Model 3,Standard Range Plus RWD 4d,,,24-09-2023,NL,OLD,never activated,Ayvens,1,9/23/2019
5YJ3E7EA8LF527900,G555RN,Tesla,Model 3,Standard Range Plus RWD 4d,,,04-12-2023,NL,OLD,never activated,Ayvens,1,12/4/2019
5YJ3E7EA6LF552729,G658RB,Tesla,Model 3,Standard Range Plus RWD 4d,,,17-12-2023,NL,OLD,never activated,Ayvens,1,12/17/2019
5YJ3E7EA4LF552678,G666RB,Tesla,Model 3,Standard Range Plus RWD 4d,,,06-12-2023,NL,OLD,never activated,Ayvens,1,12/6/2019
5YJ3E7EA0LF547851,G076RD,Tesla,Model 3,Standard Range Plus RWD 4d,,,11-12-2023,NL,OLD,never activated,Ayvens,1,12/10/2019
VF1AG000064475468,,RENAULT,ZOE,R135,,,,,EV,activated,Ayvens,1,12/12/2019
VF1AG000064475762,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/27/2019
VF1AG000065232110,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000164535225,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/17/2019
VF1AG000164535239,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/30/2019
VF1AG000166288325,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/18/2020
VF1AG000166417017,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,11/13/2020
VF1AG000364535226,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/19/2019
VF1AG000366007352,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/22/2020
VF1AG000366046670,,RENAULT,ZOE,R135,,,,,,deactivated,SOLD,1,10/28/2020
VF1AG000464802857,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/30/2019
VF1AG000464802874,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/30/2019
VF1AG000465232157,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000566324436,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/3/2020
VF1AG000568605625,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,8/4/2022
VF1AG000664474289,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/19/2019
VF1AG000664535236,,RENAULT,ZOE,R135,,,,,,deactivated,SOLD,1,12/23/2019
VF1AG000664691132,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/30/2019
VF1AG000664802763,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/31/2019
VF1AG000665232029,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000665756684,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,9/3/2020
VF1AG000666174188,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,11/9/2020
VF1AG000666731648,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,3/3/2021
VF1AG000764802822,,RENAULT,ZOE,R135,,,,,,deactivated,SOLD,1,12/31/2019
VF1AG000765232122,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000765232752,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000765279392,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,9/25/2020
VF1AG000765756676,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,9/3/2020
VF1AG000765756743,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,7/9/2020
VF1AG000863162108,,RENAULT,ZOE,R135,,,,,,deactivated,SOLD,1,11/18/2019
VF1AG000864535237,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/31/2019
VF1AG000864802828,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/31/2019
VF1AG000865232050,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000865232078,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000865232095,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000865232811,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,4/30/2020
VF1AG000865756685,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,9/3/2020
VF1AG000866011459,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,8/29/2020
VF1AG000866046602,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,9/3/2020
VF1AG000963196848,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/23/2019
VF1AG000964463934,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,12/17/2019
VF1AG000964535215,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/24/2019
VF1AG000266627173,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,12/28/2024
VF1AG000266817233,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,12/28/2024
VF1AG000X66672393,,RENAULT,ZOE,R135,,,,,,never activated,Ayvens,1,12/28/2024
VF1AG000066415890,,RENAULT,ZOE,R135,,,,,,activated,Ayvens,1,12/29/2024
YV1XZEDVEM2473042,K-333-BF,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/18/2020
YV1XZEDVEM2475494,K-915-JD,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/28/2020
YV1XZEDVEN2662399,L-646-TF,VOLVO,XC40 Recharge,Twin Pure Electric Pro,,,,,,,Ayvens,1,7/30/2021
YV1XZEDVEM2546269,K-968-SX,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,3/2/2021
YV1XKEFV4P2029745,R-277-HV,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/12/2022
YV1XKEFVXP2029751,R-275-HV,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/12/2022
YV1XKEFV4P2029924,R-276-HV,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/12/2022
YV1XZEDVEM2561664,N-354-KR,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,3/18/2022
YV1XKEFV5P2029768,R-720-KB,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/26/2022
YV1XKEFV7P2029853,R-672-KF,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/26/2022
YV1XKEFV8P2029943,R-719-KB,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/26/2022
YV1XKEFV9P2029840,R-721-KB,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,9/26/2022
YV1XZEFV3P2961673,R-581-LP,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/10/2022
YV1XZEFV4P2961598,R-583-LP,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/10/2022
YV1XKEFV0P2029953,R-580-LP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/10/2022
YV1XKEFV4P2029972,R-584-LP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/10/2022
YV1XKEFV1P2029928,R-633-LP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/10/2022
YV1XZEFV9P2961595,R-983-NP,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/24/2022
YV1XZEFV6P2961683,R-982-NP,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/24/2022
YV1XZEFV9P2961662,R-955-NP,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/24/2022
YV1XKEFV4P2029969,R-981-NP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/24/2022
YV1XKEFV2P2029954,R-972-NP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/24/2022
YV1XKEFV7P2030694,R-970-NP,VOLVO,C40 Recharge,Pure Electric 170 KW Plus,,,,,,,Ayvens,1,10/24/2022
YV1XZEFV8P2963404,R-754-PL,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/31/2022
YV1XZEFV9P2963363,R-752-PL,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/31/2022
YV1XZEFV9P2961614,R-728-PL,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,10/31/2022
YV1XZEDVEM2470274,J-539-XR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/6/2020
YV1XZEFV5P2961609,R-016-RK,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,11/7/2022
YV1XZEFV0P2963395,R-015-RK,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,11/7/2022
YV1XZEDVEM2470168,J-585-XF,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/9/2020
YV1XZEDVEM2471751,J-214-ZJ,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/11/2020
YV1XZEDVEM2477817,J-213-ZJ,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/11/2020
YV1XZEDVEM2476902,J-813-ZL,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,11/11/2020
YV1XZEDVEM2473902,J-518-ZB,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,11/13/2020
YV1XZEDVEM2470661,J-214-ZV,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/13/2020
YV1XZEDVEM2470834,J-222-ZV,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/17/2020
YV1XZEDVEM2470597,J-195-ZV,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/17/2020
YV1XZEDVEM2472193,J-226-ZV,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/17/2020
YV1XZEDVEM2477729,J-556-ZR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/18/2020
YV1XZEDVEM2482210,K-895-BH,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/18/2020
YV1XZEDVEM2473367,J-709-ZZ,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/20/2020
YV1XZEDVEM2482194,K-095-BR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/20/2020
YV1XZEDVEM2477880,K-111-BR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/20/2020
YV1XZEDVEM2484109,K-420-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/21/2020
YV1XZEDVEM2486354,K-808-DB,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/23/2020
YV1XZEDVEM2478472,K-062-BX,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/24/2020
YV1XZEDVEM2481492,K-380-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/24/2020
YV1XZEDVEM2481111,K-439-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/25/2020
YV1XZEDVEM2464259,K-104-BX,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/25/2020
YV1XZEDVEM2475720,K-457-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/27/2020
YV1XZEDVEM2466294,K-298-DG,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,11/27/2020
YV1XZEDVEM2464820,K-122-DK,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/28/2020
YV1XZEFVXP2970659,R-648-TK,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,11/28/2022
YV1XZEFV9P2970569,R-647-TK,VOLVO,XC40 Recharge,Pure Electric Plus,,,,,,,Ayvens,1,11/28/2022
YV1XZEDVEM2482575,K-391-DP,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,11/30/2020
YV1XZEDVEM2470764,J-669-XK,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,2/1/2023
YV1XZEDVEM2487712,K-351-DG,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,12/2/2020
YV1XZEDVEM2482401,K-409-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/3/2020
YV1XZEDVEM2472881,K-019-DZ,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,12/3/2020
YV1XZEDVEM2459380,K-824-FS,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/4/2020
YV1XZEDVEM2487115,K-838-FS,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/4/2020
YV1XZEDVEM2473348,K-366-FF,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,12/4/2020
YV1XZEDVEM2497756,K-138-FX,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/8/2020
YV1XZEDVEM2481144,K-440-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/9/2020
YV1XZEDVEM2492063,K-096-FX,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/10/2020
YV1XZEDVEM2492306,K-288-DP,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/10/2020
YV1XZEDVEM2498590,K-115-GB,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/11/2020
YV1XZEDVEM2487787,K-893-GF,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/14/2020
YV1XZEDVEM2493835,K-870-GF,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/15/2020
YV1XZEDVEM2499338,K-923-GF,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/15/2020
YV1XZEDVEM2470709,K-242-GJ,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/15/2020
YV1XZEDVEM2477542,K-861-BH,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/15/2020
YV1XZEDVEM2496274,K-863-GL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/15/2020
YV1XZEDVEM2506776,K-870-GL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/16/2020
YV1XZEDVEM2481137,K-446-BL,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/16/2020
YV1XZEDVEM2493247,K-049-GR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/16/2020
YV1XZEDVEM2507049,K-077-GR,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/17/2020
YV1XZEDVEM2496890,K-833-GF,VOLVO,XC40 Recharge,P8 AWD,,,,,,,Ayvens,1,12/18/2020
YV1XZEDVEM2510034,K-295-HK,VOLVO,XC40 Recharge,P8 AWD R-Design,,,,,,,Ayvens,1,12/19/2020
